	16depth	25depth
K03573	58.0	79.0
K06072	53.0	46.0
K07543	333.0	323.0
K01597	820.0	298.0
K01155	305.0	94.0
K12448	318.0	159.0
K05820	831.0	469.0
K22438	136.0	93.0
K00876	1451.0	331.0
K11089	274.0	126.0
K16013	268.0	200.0
K13626	293.0	123.0
K09928	589.0	401.0
K19132	135.0	52.0
K14556	95.0	32.0
K13277	432.0	147.0
K02914	566.0	326.0
K03557	290.0	167.0
K00431	6.0	4.0
K06580	369.0	47.0
K11729	751.0	492.0
K11623	60.0	44.0
K00210	197.0	55.5
K06163	47.0	21.0
K02963	960.0	573.0
K20327	278.0	49.0
K18665	188.0	119.0
K00651	768.0	336.0
K18298	209.0	111.0
K12253	263.0	213.0
K03634	597.0	350.0
K03784	614.0	359.0
K18478	384.0	117.0
K08191	595.0	251.0
K00141	42.0	28.0
K11636	2.0	1.0
K21163	45.0	53.0
K19469	53.0	68.0
K05874	99.0	65.0
K16012	302.0	193.0
K12254	606.0	250.0
K11654	99.0	37.0
K02227	872.0	764.0
K07454	701.0	275.0
K14060	526.0	499.0
K08973	312.0	233.0
K13007	420.0	292.0
K02461	755.0	502.0
K01751	663.0	354.0
K06910	1037.0	603.0
K15523	448.0	247.0
K06174	426.0	201.0
K14611	317.0	63.0
K21399	22.0	3.0
K17316	124.0	54.0
K06973	1101.0	468.0
K03582	1208.0	677.0
K02113	1339.5	779.5
K07034	105.0	62.0
K17870	494.0	52.0
K18779	230.0	105.0
K00882	304.0	166.0
K07276	785.0	763.0
K19354	218.0	69.0
K11745	218.0	143.0
K07318	305.0	83.0
K03762	279.0	249.0
K07018	797.0	419.0
K03928	866.0	425.0
K18990	1134.0	668.0
K19692	216.0	71.0
K06019	247.0	121.0
K12983	301.0	67.0
K01048	703.0	335.0
K13014	93.0	20.0
K07076	470.0	166.0
K10806	565.0	326.0
K17713	3788.0	1298.0
K22187	1124.0	998.5
K01678	597.0	66.0
K19997	196.0	79.0
K08003	27.0	18.0
K07768	460.0	179.0
K14558	806.0	239.0
K03602	647.0	350.0
K02849	682.0	243.0
K06950	847.0	146.0
K07283	159.0	60.0
K16307	4.0	0.0
K21472	358.0	240.0
K09780	451.0	419.0
K01507	740.0	428.0
K10011	233.0	108.0
K18845	56.0	13.0
K03077	716.0	73.0
K09935	107.0	80.0
K10231	257.0	52.0
K17745	34.0	17.0
K07290	785.0	348.0
K13282	1056.0	574.0
K03826	95.0	119.0
K22209	247.0	174.0
K18067	374.0	99.0
K04568	1227.0	469.0
K19516	276.0	19.0
K00257	420.0	223.0
K18123	522.0	216.0
K09164	707.0	266.0
K05813	642.0	380.0
K05833	261.0	40.0
K03926	773.0	274.0
K18678	186.0	44.0
K17717	42.0	4.0
K09826	235.0	220.0
K20279	48.0	15.0
K21407	212.0	115.0
K17325	399.0	262.0
K15034	1255.0	601.0
K03087	974.0	474.0
K04477	622.0	176.0
K00103	436.0	309.0
K03322	486.0	208.0
K11231	138.0	55.0
K13342	495.0	158.0
K22319	1652.0	753.0
K09794	64.0	50.0
K16792	380.0	61.0
K01210	215.5	40.0
K18097	31.0	6.0
K00437	222.0	2.0
K02101	36.0	7.0
K12862	66.0	9.0
K01425	276.0	580.0
K16047	245.0	361.0
K07550	225.0	95.0
K01178	811.0	792.0
K03189	91.0	195.0
K11163	270.0	308.0
K02256	56.0	54.0
K20715	20.0	3.0
K11731	1114.0	334.0
K16856	419.0	330.0
K11418	281.0	105.0
K08994	223.0	103.0
K06714	360.0	121.0
K22233	152.0	8.0
K06119	267.0	103.0
K20023	663.0	400.0
K01556	1804.0	1195.0
K07148	1285.0	571.0
K03620	220.0	154.0
K14287	545.0	294.0
K22390	642.0	207.0
K12741	243.0	112.0
K04015	94.0	70.0
K04019	186.0	124.0
K15100	7.0	1.0
K06113	525.0	52.0
K03550	2174.0	1205.0
K03298	179.0	163.0
K22318	1085.0	787.0
K18880	9.0	17.0
K01444	961.0	497.0
K04796	72.0	86.0
K15895	208.0	91.0
K10143	8.0	7.0
K00868	147.0	205.0
K03142	31.0	19.0
K02000	820.0	702.0
K13527	649.0	636.0
K18622	434.0	361.0
K04115	1113.0	294.0
K04483	313.0	198.0
K17051	872.0	329.0
K07117	280.0	67.0
K03234	643.0	352.0
K21022	281.0	140.0
K02933	2101.0	1112.0
K09007	696.0	216.0
K04760	551.0	335.0
K00518	377.0	209.0
K03523	701.0	341.0
K05521	821.0	359.0
K07157	734.0	626.0
K02444	444.0	459.0
K20049	27.0	3.0
K08984	923.0	419.0
K09859	508.0	261.0
K00216	334.0	214.0
K12141	265.0	35.0
K08252	379.0	172.0
K03394	405.0	339.0
K06754	3.0	1.0
K20922	107.0	56.0
K06351	237.0	166.0
K08318	100.0	39.0
K07405	540.0	90.0
K14572	251.0	136.0
K09023	226.0	194.0
K16248	11.0	7.0
K00449	288.0	476.0
K13589	448.0	229.0
K20989	73.0	59.0
K02552	503.0	247.0
K14120	14.0	0.0
K15329	837.0	438.0
K00246	425.0	250.0
K01408	232.0	300.0
K10023	80.0	77.0
K05962	1128.0	612.0
K09503	79.0	34.0
K19312	406.0	140.0
K01025	102.0	34.0
K10407	295.0	243.0
K11892	324.0	117.0
K07505	40.0	35.0
K07536	335.0	212.0
K02441	237.0	186.0
K21585	27.0	3.0
K01555	487.0	334.0
K14506	89.0	17.0
K10924	181.0	118.0
K06886	587.0	641.0
K09809	603.0	280.0
K12368	351.0	262.0
K00187	507.0	67.0
K21577	205.0	54.0
K11075	307.0	293.0
K00109	259.0	159.0
K00761	832.0	550.0
K06222	270.0	131.0
K03579	2012.0	1027.0
K21119	421.0	444.0
K05666	45.0	7.0
K13730	1270.0	357.0
K15669	87.0	20.0
K02446	665.0	656.0
K09823	235.0	272.0
K06989	409.0	316.0
K07448	1156.0	377.0
K02462	240.0	166.0
K14793	121.0	32.0
K01035	42.0	22.0
K11211	378.0	235.0
K09970	894.0	845.0
K01812	1118.0	250.0
K06027	1008.0	445.0
K05777	112.0	212.0
K19188	26.0	31.0
K08083	632.0	302.0
K02568	539.0	261.0
K12543	435.0	563.0
K07736	445.0	311.0
K09978	230.0	123.0
K21164	188.0	150.0
K05708	147.0	178.0
K09482	1012.0	171.0
K06379	42.0	7.0
K06984	157.0	115.0
K17752	256.0	41.0
K05901	80.0	13.0
K07556	95.0	92.0
K02617	1036.0	620.0
K06306	124.0	71.0
K10926	44.0	46.0
K00410	16.0	10.0
K16239	426.0	140.0
K22231	237.0	3.0
K02518	932.0	439.0
K10714	92.0	211.0
K12487	31.0	9.0
K09500	489.0	252.0
K17970	32.0	6.0
K18307	137.0	74.0
K21512	84.0	62.0
K13622	238.0	113.0
K04765	908.0	589.0
K11472	1309.0	924.0
K07275	148.0	198.0
K20884	97.0	49.0
K08224	197.0	294.0
K16394	91.0	26.0
K07291	595.0	284.5
K17877	223.0	11.0
K04957	21.0	6.0
K17241	65.0	10.0
K05928	517.0	298.0
K10815	184.0	90.0
K16153	175.0	18.0
K07583	103.0	27.0
K08319	316.0	176.0
K20895	75.0	17.0
K21200	169.0	120.0
K17315	202.0	83.0
K21000	77.0	6.0
K19360	299.0	167.0
K02618	1069.0	573.0
K15889	70.0	38.0
K20051	328.0	118.0
K05793	33.0	52.0
K01478	683.0	341.0
K02099	85.0	66.0
K21562	79.0	61.0
K14260	806.0	496.0
K12531	8.0	3.0
K07063	122.0	26.0
K21062	375.0	241.0
K08698	80.0	57.0
K11065	868.0	365.0
K02889	80.0	59.0
K15914	206.0	94.0
K10764	926.0	608.0
K02063	570.0	265.0
K11610	55.0	24.0
K15537	326.0	237.0
K03273	1682.0	760.0
K05815	493.0	200.0
K09774	395.0	372.0
K18473	259.0	356.0
K10534	174.0	63.0
K07673	488.0	266.0
K07341	644.0	170.0
K21400	113.0	24.0
K00610	146.0	52.0
K07638	813.0	691.0
K19285	374.0	48.0
K04762	516.0	324.0
K19180	166.0	74.0
K12678	220.0	59.0
K03148	362.0	213.0
K11105	450.0	501.0
K07399	716.0	349.0
K07742	281.0	229.0
K09650	289.0	118.0
K06059	31.0	12.0
K00978	1221.0	513.0
K06413	89.0	16.0
K20988	94.0	36.0
K05835	14.0	45.0
K08974	768.0	504.0
K02334	446.0	590.0
K09880	44.0	40.0
K14554	194.0	58.0
K18359	192.0	71.0
K00247	265.0	296.0
K12583	354.0	206.0
K02626	487.0	146.0
K12234	1084.0	872.0
K07515	86.0	43.0
K03297	137.0	78.0
K19424	497.0	169.0
K10942	835.0	358.0
K06956	272.0	173.0
K15862	838.0	207.0
K00091	3277.0	1760.0
K13891	63.0	51.0
K18299	322.0	210.0
K22136	501.0	217.0
K09422	10.0	7.0
K21140	246.0	151.0
K03660	89.0	72.0
K14136	923.0	327.0
K18688	1028.0	649.0
K21739	458.0	534.0
K20656	58.0	62.0
K19290	36.0	64.0
K00350	1432.0	456.0
K09490	151.0	23.0
K01801	209.0	169.0
K18997	218.0	108.0
K20547	10.0	4.0
K17733	118.0	150.0
K06022	32.5	18.5
K10834	546.0	332.5
K02796	134.5	99.0
K00153	492.0	238.0
K09019	161.0	172.0
K19411	549.0	173.0
K15232	408.0	344.0
K06934	374.0	55.0
K06063	38.0	19.0
K22391	264.0	92.0
K06195	609.0	409.0
K14052	56.0	55.0
K09128	661.0	209.0
K02655	650.0	320.0
K05838	682.0	584.0
K09743	9.0	1.0
K07093	1561.0	1097.0
K02610	134.0	101.0
K07038	764.0	479.0
K02279	1032.0	786.0
K03265	290.0	151.0
K06013	1644.0	602.0
K17950	989.0	423.0
K03093	133.0	35.0
K11540	345.0	142.0
K14835	94.0	29.0
K06583	355.0	77.0
K11904	1506.0	522.0
K00426	962.0	387.0
K20455	103.0	352.0
K02857	6.0	0.0
K01176	2371.0	471.0
K06922	783.0	214.0
K08479	189.0	93.0
K07127	308.0	228.0
K10046	824.0	419.0
K03430	1384.0	728.0
K07386	1318.0	759.0
K01413	45.0	17.0
K06524	22.0	12.0
K07110	312.0	348.0
K22305	404.0	103.0
K18361	673.0	409.0
K09966	134.0	159.0
K07637	842.0	536.0
K20927	569.0	488.0
K09386	364.0	364.0
K19789	450.0	605.0
K10220	141.0	211.0
K05797	246.0	141.0
K02008	686.0	193.0
K08647	537.0	113.0
K08161	389.0	62.0
K01625	1138.0	445.0
K02445	619.0	176.0
K07302	1593.0	882.0
K11902	311.0	83.0
K11021	459.0	130.0
K15260	88.0	20.0
K15532	450.0	99.0
K12483	100.0	6.0
K19036	76.0	31.0
K03058	28.0	7.0
K11687	203.0	57.0
K19713	331.0	289.0
K22232	72.0	2.0
K19760	178.0	56.0
K15868	321.0	300.0
K16329	552.0	309.0
K07999	57.0	45.0
K16093	99.0	30.0
K03635	996.5	621.5
K19430	447.0	175.0
K04782	193.0	112.0
K19656	31.0	14.0
K07271	134.0	51.0
K21703	876.0	485.0
K06378	157.0	54.0
K02665	447.0	224.0
K11779	1758.0	1431.0
K07312	7.0	2.0
K00304	247.0	275.0
K03263	99.0	67.0
K02190	137.0	25.0
K01197	169.0	42.0
K01741	98.5	12.0
K05615	3.0	5.0
K22491	242.0	136.0
K08726	509.0	454.0
K16964	254.0	94.0
K21174	15.0	8.0
K19752	9.0	0.0
K04044	758.0	423.0
K08737	118.0	53.0
K00756	1031.0	396.0
K22116	138.0	35.0
K00363	428.0	502.0
K12489	113.0	34.0
K03609	215.0	174.5
K17064	310.0	182.0
K07160	509.0	343.0
K03380	52.0	44.0
K00564	451.0	199.0
K16788	14.0	4.0
K02451	245.0	130.0
K00865	1414.0	602.0
K20757	832.0	393.0
K15855	570.0	179.0
K18214	74.0	32.0
K20938	32.0	75.0
K07115	75.0	106.0
K15009	47.0	23.0
K07661	287.0	168.0
K20263	64.0	13.0
K21744	109.0	54.0
K20772	47.0	22.0
K04082	159.0	74.0
K20929	46.0	87.0
K02230	1431.0	1538.0
K09807	593.0	416.0
K06145	54.0	129.0
K13355	42.0	12.0
K03120	293.0	269.0
K01844	118.0	51.0
K15234	80.0	19.0
K06208	120.0	85.0
K00127	922.0	616.0
K07731	59.0	0.0
K03242	328.0	191.0
K05613	169.0	102.0
K14439	115.0	53.0
K21479	47.0	9.0
K17320	137.0	17.0
K21574	83.0	56.0
K09684	73.0	26.0
K16396	277.0	150.0
K02890	1324.0	644.0
K15879	34.0	3.0
K17792	35.0	21.0
K15661	324.0	182.0
K22108	264.0	165.0
K00557	62.0	107.0
K20866	258.0	126.0
K14470	247.0	200.0
K07687	43.0	30.0
K19588	21.0	9.0
K20755	161.0	55.0
K11895	420.0	87.0
K15777	152.0	168.0
K09952	226.0	100.0
K08476	60.0	16.0
K06270	112.0	28.0
K09858	647.0	331.0
K00526	403.0	316.0
K11788	45.0	27.0
K05875	50.0	132.0
K16697	111.0	43.0
K18991	219.0	162.0
K12140	114.0	6.0
K13671	48.0	15.0
K04020	18.0	10.0
K14677	46.0	26.0
K07508	220.0	175.0
K07546	159.0	153.0
K02081	426.0	79.0
K11168	210.0	96.0
K02979	67.0	38.0
K19691	2079.0	518.0
K00486	451.0	396.0
K01699	182.0	58.0
K01135	2296.0	494.0
K02277	345.0	179.0
K08100	704.0	111.0
K05355	20.0	3.0
K05301	11.0	16.0
K12351	44.0	35.0
K01635	195.0	104.0
K01361	392.0	117.0
K15510	397.0	418.0
K00815	72.0	35.0
K11688	886.0	653.0
K07260	280.0	162.0
K17105	305.0	33.0
K14683	1166.0	506.0
K15865	236.0	135.0
K21329	4.0	5.0
K10826	502.0	301.5
K10018	44.0	15.0
K14978	79.0	20.0
K01442	286.0	28.0
K00998	6.0	38.0
K16293	66.0	20.0
K08656	44.0	21.0
K16050	282.0	231.0
K03843	152.0	103.0
K02924	55.0	9.0
K11646	414.0	86.0
K19200	354.0	103.0
K11530	206.0	35.0
K12989	344.0	167.0
K10532	244.0	60.0
K12993	69.0	48.0
K03540	155.0	53.0
K12370	223.0	162.0
K03533	31.0	24.0
K09726	388.0	152.0
K13876	186.0	62.0
K12285	177.0	141.0
K00150	497.0	243.0
K16382	32.0	7.0
K18235	606.0	988.0
K18532	74.0	33.0
K22186	416.0	207.0
K17052	127.0	108.0
K02509	85.0	75.0
K21613	451.0	195.0
K20993	4.0	2.0
K12393	13.0	2.0
K15553	66.0	42.0
K14259	155.0	136.0
K09967	518.0	468.0
K05341	190.0	22.0
K07136	121.0	174.0
K18429	638.0	315.0
K18225	49.0	5.0
K19002	864.0	304.0
K11956	77.0	41.0
K15765	34.0	35.0
K14660	345.0	220.0
K20332	49.0	21.0
K00805	483.0	284.0
K10960	91.0	39.0
K04565	221.0	177.0
K02897	2175.0	1045.0
K13583	144.0	140.0
K21313	116.0	37.0
K17247	861.0	426.0
K14154	241.0	59.0
K09777	261.0	124.0
K13637	21.0	10.0
K07559	141.0	24.0
K00867	52.0	39.0
K18145	86.0	54.0
K02282	1684.0	1301.0
K14487	190.0	65.0
K02663	459.0	287.0
K19783	94.0	30.0
K08988	285.0	163.0
K11262	135.0	31.0
K00523	480.0	180.0
K12885	104.0	23.0
K07113	633.0	470.0
K18942	63.0	28.0
K02641	298.0	75.0
K17850	70.0	96.0
K00243	327.0	168.0
K01235	144.0	8.0
K01594	77.0	44.0
K01729	725.0	70.0
K13853	67.0	16.0
K10238	31.0	12.0
K15212	413.0	179.0
K08722	23.0	33.0
K07067	158.0	117.0
K15792	204.0	71.0
K07691	29.0	6.0
K03152	601.0	110.0
K03822	178.0	42.0
K16200	8.0	5.0
K16444	170.0	59.0
K01415	174.0	96.0
K01119	500.8333333333333	201.83333333333334
K19311	145.0	109.0
K02389	1134.0	387.0
K15236	26.0	19.0
K12950	131.0	19.0
K19736	128.0	102.0
K15643	353.0	111.0
K01270	1484.0	468.0
K11605	29.0	15.0
K00030	1615.0	873.0
K01446	191.0	109.0
K01452	497.0	300.0
K06873	366.0	135.0
K10021	117.0	117.0
K10001	473.0	468.0
K05808	1026.0	502.0
K11216	504.0	420.0
K07140	704.0	808.0
K05297	540.0	298.0
K07789	565.0	249.0
K19135	8.0	6.0
K00131	792.0	245.0
K20038	699.0	60.0
K15667	414.0	191.0
K14656	93.0	60.0
K08997	1302.0	855.0
K18263	83.0	16.0
K21567	147.0	83.0
K15518	581.0	191.0
K07775	596.0	231.0
K11604	44.0	52.0
K19345	566.0	227.0
K02114	1595.0	758.0
K14425	44.0	7.0
K11004	130.0	83.0
K03795	396.0	287.0
K12589	179.0	137.0
K12343	401.0	101.0
K19794	60.0	100.0
K00176	946.0	141.0
K09469	79.0	3.0
K04748	865.0	445.0
K11739	11.0	0.0
K09688	52.0	73.0
K07744	238.0	157.0
K04063	111.0	111.0
K06908	9.0	13.0
K00949	299.0	140.0
K10022	77.0	126.0
K22368	16.0	8.0
K01054	571.0	330.0
K05304	198.0	52.0
K22009	2.0	2.0
K15916	578.0	256.0
K03666	221.0	151.0
K16794	394.0	91.0
K06598	200.0	98.0
K09767	605.0	421.0
K08955	62.0	55.0
K03774	120.0	74.0
K01477	599.0	346.0
K00385	105.0	10.0
K09764	578.0	247.0
K12408	34.0	16.0
K03073	642.0	371.0
K07659	779.0	504.0
K18162	243.0	245.0
K05181	43.0	44.0
K09961	99.0	220.0
K19333	187.0	106.0
K17246	41.0	6.0
K02895	1155.0	609.0
K12700	48.0	26.0
K13491	123.0	14.0
K19340	499.0	230.0
K07460	1161.0	554.0
K04028	1110.0	442.0
K11838	60.0	25.0
K00100	72.0	45.0
K15289	16.0	1.0
K09116	441.0	17.0
K08167	439.0	610.0
K07322	364.0	283.0
K01826	394.0	271.0
K11201	15.000000000000009	6.999999999999997
K17202	47.0	12.0
K02586	23.0	194.0
K16436	818.0	283.0
K18364	89.0	69.0
K21948	320.0	206.0
K19157	119.0	21.0
K06152	248.0	205.0
K22445	1132.0	518.0
K13829	243.0	85.0
K16028	126.0	46.0
K03676	466.0	342.0
K07376	179.0	75.0
K14999	25.0	19.0
K02122	103.0	27.0
K00096	738.0	287.0
K06079	24.0	3.0
K05589	272.0	176.0
K00380	620.0	619.0
K05934	277.0	148.0
K04844	66.0	5.0
K01668	1069.0	301.0
K02866	110.0	75.0
K04780	1417.0	656.0
K10672	305.0	102.0
K01250	261.0	157.0
K06412	391.0	107.0
K17947	591.0	206.0
K09011	973.0	457.0
K15849	51.0	12.0
K14667	23.0	10.0
K10544	176.0	208.0
K18288	219.0	177.0
K19147	330.0	104.0
K01428	336.0	540.0
K00105	52.0	31.0
K17592	60.0	12.0
K15016	1342.0	444.0
K03761	75.0	30.0
K09902	48.0	28.0
K18014	111.0	50.0
K12586	7.0	2.0
K06560	127.0	11.0
K07016	61.0	4.0
K05798	27.0	44.0
K14252	8.0	11.0
K06979	59.0	32.0
K04045	119.0	51.0
K16048	410.0	338.0
K07699	45.0	46.0
K01071	153.0	39.0
K16507	255.0	130.0
K00148	140.0	229.0
K04835	79.0	18.0
K17462	91.0	26.0
K08982	455.0	279.0
K17364	15.0	14.0
K01590	107.0	79.0
K12710	357.0	241.0
K20523	364.0	243.0
K14491	202.0	25.0
K05894	74.0	7.0
K06895	134.0	209.0
K05921	589.0	375.0
K06151	578.0	616.0
K21199	75.0	134.0
K15631	226.0	97.0
K01015	34.0	28.0
K15474	6.0	10.0
K16784	170.0	13.0
K06338	421.0	134.0
K18968	398.0	262.0
K01073	201.0	159.0
K21185	133.0	120.0
K15984	238.0	239.0
K13307	70.0	19.0
K03269	815.0	431.0
K09984	143.0	127.0
K01629	153.0	99.5
K12995	686.0	269.0
K17604	68.0	22.0
K17898	210.0	43.0
K17249	42.0	28.0
K20977	392.0	125.0
K16652	256.0	106.0
K06951	710.0	282.0
K06133	814.0	348.0
K03041	710.0	544.0
K01633	793.0	466.0
K09733	63.0	79.0
K03690	374.0	230.0
K17363	55.0	39.0
K10674	345.0	444.0
K22025	311.0	252.0
K05933	20.0	28.0
K17829	166.0	13.0
K07226	309.0	360.0
K07743	124.0	77.0
K20997	322.0	199.0
K11941	68.0	31.0
K12282	434.0	338.0
K11606	47.0	13.0
K08257	44.0	17.0
K15970	57.0	28.0
K15429	95.0	73.0
K22084	144.0	83.0
K19664	209.0	17.0
K19548	558.0	249.0
K10678	104.0	91.0
K12072	9.0	84.0
K18587	143.0	160.0
K07540	112.0	3.0
K11786	31.0	10.0
K20860	31.0	22.0
K08295	428.0	419.0
K15918	394.0	149.0
K02426	400.0	147.0
K07179	26.0	1.0
K12420	155.0	88.0
K20906	49.0	66.0
K10215	229.0	145.0
K15303	222.0	96.0
K13771	543.0	235.0
K08693	88.0	17.0
K09250	9.0	4.0
K20966	103.0	85.0
K01463	1650.0	598.0
K20298	63.0	29.0
K13642	52.0	17.0
K14962	18.0	5.0
K18609	14.0	11.0
K03775	677.0	417.0
K01150	120.0	288.0
K07654	351.0	146.0
K00537	726.0	392.0
K19166	236.0	96.0
K06231	352.0	230.0
K21993	187.0	247.0
K05662	14.0	4.0
K21460	86.0	29.0
K10059	13.0	4.0
K02587	43.0	168.0
K02385	104.0	35.0
K16873	126.0	151.0
K21566	458.0	95.0
K06137	295.0	353.0
K00619	769.0	250.0
K16870	161.0	71.0
K06872	654.0	260.0
K02068	369.0	214.0
K03471	175.0	63.0
K17825	100.0	92.0
K13747	275.0	167.0
K13275	300.0	118.0
K20421	88.0	99.0
K05305	406.0	31.0
K20129	123.0	34.0
K18940	25.0	12.0
K07640	501.0	309.0
K00594	33.0	19.0
K13408	133.0	95.0
K11528	155.0	45.0
K00929	526.0	67.0
K11391	176.0	100.0
K09640	7.0	7.0
K04790	90.0	37.0
K15983	178.0	220.0
K11711	441.0	181.0
K03586	190.0	157.0
K18059	61.0	11.0
K07457	890.0	332.0
K05831	192.0	177.0
K09456	456.0	399.0
K19714	167.0	29.0
K15784	230.0	193.0
K19746	822.0	568.0
K07286	3.0	37.0
K08315	132.0	7.0
K16211	468.0	165.0
K00480	302.0	266.0
K18982	156.0	114.0
K01811	1145.0	190.0
K18640	412.0	73.0
K18660	503.0	352.0
K22443	200.0	251.0
K14735	97.0	204.0
K21344	257.0	117.0
K01212	143.0	16.0
K14575	103.0	45.0
K14748	59.0	37.0
K17838	53.0	51.0
K06156	61.0	49.0
K01856	610.0	245.0
K20789	12.0	8.0
K12063	59.0	170.0
K10142	17.0	3.0
K09012	82.0	66.0
K00863	88.0	36.0
K09951	161.0	37.0
K10353	43.0	5.0
K07062	333.0	113.0
K01028	294.0	260.0
K05038	60.0	20.0
K06981	154.0	64.0
K05776	207.0	160.0
K09786	920.0	603.0
K04984	82.0	28.0
K10843	821.0	112.0
K04951	6.0	1.0
K07307	1079.0	180.0
K02424	127.0	53.0
K16066	904.0	456.0
K18135	45.0	52.0
K21578	15.0	2.0
K00043	426.0	213.0
K07577	369.0	247.0
K02119	111.0	74.0
K07041	441.0	266.0
K12548	43.0	12.0
K22211	98.0	98.0
K21210	194.0	53.0
K15912	121.0	59.0
K00903	259.0	67.0
K01499	164.0	182.0
K03683	360.0	202.0
K17275	24.0	3.0
K12278	528.0	286.0
K09510	28.0	20.0
K13723	8.0	2.0
K19058	166.0	154.0
K15899	72.0	38.0
K12276	871.0	467.0
K13763	15.0	12.0
K15653	62.0	40.0
K18372	424.0	242.0
K14084	848.0	36.0
K10854	97.0	137.0
K07077	237.0	104.0
K09129	188.0	16.0
K09938	317.0	166.0
K07574	420.0	146.0
K06126	40.0	7.0
K03643	229.0	199.0
K16593	170.0	219.0
K18016	149.0	32.0
K11755	405.0	187.0
K02839	77.0	39.0
K05590	44.0	94.0
K07466	282.0	150.0
K17230	341.0	109.0
K21401	752.0	447.0
K13053	173.0	72.0
K15173	50.0	19.0
K19784	232.0	328.0
K08989	28.0	55.0
K03976	219.0	238.0
K16937	319.0	198.0
K20445	125.0	56.0
K16135	356.0	499.0
K09776	35.0	5.0
K00577	250.0	34.0
K20451	80.0	48.0
K11354	489.0	170.0
K10565	34.0	20.0
K17382	958.0	453.0
K00139	20.0	8.0
K07771	34.0	37.0
K02305	210.0	169.0
K17513	40.0	3.0
K06237	74.0	53.0
K12284	73.0	103.0
K00142	103.0	22.0
K20801	20.0	17.0
K16299	180.0	165.0
K12992	364.0	120.0
K07396	268.0	198.0
K11532	373.0	343.0
K20431	44.0	43.0
K10543	238.0	242.0
K01227	48.0	6.0
K07401	188.0	190.0
K15546	274.0	208.0
K16556	204.0	105.0
K17292	402.0	82.0
K12423	71.0	43.0
K03839	113.0	63.0
K17609	56.0	17.0
K00132	180.0	148.0
K02599	325.0	100.0
K02084	91.0	37.0
K09866	42.0	101.0
K16557	136.0	78.0
K22042	291.0	120.0
K12666	13.0	0.0
K00485	249.0	304.0
K13280	227.0	155.0
K11337	74.0	9.0
K09845	174.0	66.0
K09892	127.0	57.0
K18022	16.0	14.0
K15644	25.0	19.0
K07285	146.0	27.0
K05358	234.0	235.0
K03735	512.0	296.0
K21085	108.0	66.0
K15228	200.0	160.0
K13421	176.0	86.0
K18650	72.0	22.0
K07664	248.0	186.0
K06373	511.0	227.0
K01002	260.0	120.0
K00151	346.0	156.0
K08070	651.0	357.0
K21757	83.0	147.0
K00685	11.0	6.0
K11424	4.0	0.0
K10910	3.0	6.0
K17544	6.0	4.0
K08687	49.0	13.0
K06963	47.0	13.0
K03066	119.0	77.0
K07231	61.0	119.0
K22225	982.0	321.0
K03387	505.0	227.0
K22216	48.0	30.0
K22215	62.0	61.0
K06903	162.0	89.0
K05612	216.0	97.0
K09680	192.0	71.0
K07237	151.0	51.0
K05880	11.0	10.0
K08137	45.0	42.0
K03921	101.0	125.0
K17237	266.0	134.0
K06875	60.0	25.0
K03098	46.0	50.0
K03224	106.0	31.0
K14824	300.0	76.0
K18897	146.5	83.0
K09753	33.0	15.0
K10676	117.0	111.0
K22222	349.0	2.0
K13317	67.0	51.0
K02683	93.0	35.0
K14382	11.0	16.0
K01029	351.0	346.0
K16844	491.0	225.0
K07645	571.0	325.0
K19429	93.0	44.0
K15318	161.0	111.0
K05770	111.0	80.0
K15361	109.0	48.0
K07051	609.0	216.0
K01304	146.0	67.0
K21793	27.0	3.0
K17215	143.0	15.0
K21618	189.0	117.0
K01228	105.0	37.0
K03669	103.0	184.0
K07589	113.0	80.0
K16126	21.0	10.0
K11896	967.0	247.0
K03528	213.0	196.0
K10595	188.0	65.0
K08779	49.0	10.0
K19373	22.0	2.0
K15770	149.0	30.0
K17472	489.0	114.0
K05552	24.0	4.0
K00138	289.0	248.0
K10816	73.0	35.0
K15231	85.0	10.0
K03791	188.0	166.0
K09647	18.0	9.0
K19696	308.0	108.0
K19540	24.0	22.0
K06134	709.0	391.0
K00086	226.0	86.0
K20976	121.0	61.0
K01240	96.0	38.0
K03071	351.0	229.0
K21101	246.0	175.0
K18562	51.0	38.0
K00002	297.5	143.0
K11154	206.0	85.0
K01201	273.0	140.0
K00914	4.0	4.0
K12536	266.0	259.0
K02420	383.0	155.0
K10979	315.0	478.0
K00462	12.0	4.0
K19118	118.0	24.0
K12954	62.0	19.0
K09549	8.0	1.0
K16911	42.0	24.0
K11438	38.0	14.0
K09825	339.0	112.0
K06953	138.0	77.0
K07748	216.0	74.0
K11709	392.0	156.0
K02171	501.0	107.0
K18202	175.0	80.0
K01275	57.0	0.0
K14661	12.0	6.0
K12460	66.0	15.0
K20246	75.0	39.0
K18480	96.0	71.0
K11940	580.0	496.0
K18653	44.0	9.0
K12369	207.0	143.0
K22356	39.0	1.0
K00938	377.0	120.0
K09954	71.0	42.0
K00106	202.0	94.0
K02883	106.0	19.0
K18955	87.0	141.0
K00005	462.0	113.0
K14981	360.0	347.0
K18306	209.0	97.0
K05952	135.0	66.0
K09888	539.0	327.0
K10841	60.0	15.0
K22081	463.0	418.0
K14156	16.0	8.0
K13082	35.0	22.0
K22185	308.0	220.0
K08193	154.0	78.0
K07442	251.0	238.0
K20215	98.0	61.0
K12349	286.0	150.0
